,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,ft,hn,bf,dk,times_not_out,hs,bta,btsr,country_id,target_value,target_id,is_home,current_age,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr
2144,1072488,2023-05-01 03:15:00,32,32,1939,2.0,1,0,1,0,0,0,2,4,16,0.0,0.0,7546.0,4,27,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,32,0.0,6,True,20.673972602739727,14,14.0,253.0,28.0,0.0,2.0,0.0,389.0,1.0,0.0,77.0,18.07,65.03,16,15.0,539.0,48.0,12.0,3.0,1.0,637.0,1.0,1.0,126.0,38.5,84.61,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2145,1072488,2023-03-02 06:00:00,32,27,2439,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,7486.0,4,27,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,27,0.0,6,False,20.50958904109589,14,14.0,253.0,28.0,0.0,2.0,0.0,389.0,1.0,0.0,77.0,18.07,65.03,10,10.0,252.0,24.0,0.0,2.0,0.0,330.0,1.0,1.0,60.0,28.0,76.36,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2151,1072488,2023-08-30 09:30:00,32,7,1597,2.0,2,0,1,0,0,0,1,4,16,0.0,0.0,7667.0,3,7,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,7,0.0,6,False,21.005479452054793,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2152,1072488,2023-07-02 07:00:00,32,0,1904,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,7608.0,4,27,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,9,0.0,6,False,20.843835616438355,14,14.0,253.0,28.0,0.0,2.0,0.0,389.0,1.0,0.0,77.0,18.07,65.03,6,6.0,143.0,16.0,2.0,0.0,0.0,206.0,0.0,0.0,33.0,23.83,69.41,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2156,1072488,2023-03-16 03:15:00,32,32,1939,2.0,1,0,1,0,9,0,1,4,16,0.0,0.0,7500.0,4,27,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,32,0.0,6,True,20.54794520547945,14,14.0,253.0,28.0,0.0,2.0,0.0,389.0,1.0,0.0,77.0,18.07,65.03,16,15.0,539.0,48.0,12.0,3.0,1.0,637.0,1.0,1.0,126.0,38.5,84.61,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2157,1072488,2023-03-03 06:00:00,32,0,2439,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,7487.0,5,20,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,27,0.0,6,False,20.512328767123286,10,9.0,443.0,27.0,8.0,2.0,1.0,530.0,0.0,1.0,126.0,55.37,83.58,10,10.0,252.0,24.0,0.0,2.0,0.0,330.0,1.0,1.0,60.0,28.0,76.36,11.0,11.0,467.0,37.0,6.0,1.0,1.0,561.0,0.0,1.0,126.0,46.7,83.24
2162,1072488,2023-06-22 07:00:00,32,0,260,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,7598.0,4,4,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,9,0.0,6,False,20.816438356164383,1,1.0,30.0,3.0,0.0,0.0,0.0,43.0,0.0,0.0,30.0,30.0,69.76,6,6.0,143.0,16.0,2.0,0.0,0.0,206.0,0.0,0.0,33.0,23.83,69.41,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2165,1072488,2023-02-18 03:15:00,32,32,1939,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,7474.0,5,28,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,32,0.0,6,True,20.476712328767125,6,6.0,182.0,15.0,3.0,1.0,0.0,252.0,1.0,0.0,72.0,30.33,72.22,16,15.0,539.0,48.0,12.0,3.0,1.0,637.0,1.0,1.0,126.0,38.5,84.61,11.0,11.0,467.0,37.0,6.0,1.0,1.0,561.0,0.0,1.0,126.0,46.7,83.24
2166,1072488,2023-02-17 03:15:00,32,32,1939,2.0,1,0,1,0,0,0,1,4,16,0.0,0.0,7473.0,4,30,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,32,0.0,6,True,20.473972602739725,6,6.0,209.0,18.0,6.0,1.0,0.0,258.0,0.0,2.0,95.0,52.25,81.0,16,15.0,539.0,48.0,12.0,3.0,1.0,637.0,1.0,1.0,126.0,38.5,84.61,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2167,1072488,2023-02-27 06:00:00,32,0,2439,2.0,1,1,1,0,0,0,1,4,16,0.0,0.0,7483.0,4,20,54,53.0,1474.0,117.0,25.0,8.0,8.0,1.0,1947.0,4.0,5.0,126.0,30.7,75.7,27,0.0,6,False,20.5013698630137,10,9.0,443.0,27.0,8.0,2.0,1.0,530.0,0.0,1.0,126.0,55.37,83.58,10,10.0,252.0,24.0,0.0,2.0,0.0,330.0,1.0,1.0,60.0,28.0,76.36,35.0,35.0,880.0,69.0,19.0,6.0,0.0,1208.0,2.0,4.0,95.0,28.38,72.84
2173,913853,2023-08-30 09:30:00,32,7,1597,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,8950.0,11,7,23,12.0,36.0,2.0,0.0,0.0,0.0,0.0,105.0,2.0,7.0,11.0,7.2,34.28,7,0.0,6,False,24.52054794520548,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,9.0,9.0,11.0,1.0,0.0,0.0,0.0,56.0,2.0,7.0,6.0,5.5,19.64
2175,913853,2023-06-22 07:00:00,32,0,260,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,8881.0,11,4,23,12.0,36.0,2.0,0.0,0.0,0.0,0.0,105.0,2.0,7.0,11.0,7.2,34.28,9,0.0,6,False,24.33150684931507,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,3,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,,0.0,9.0,9.0,11.0,1.0,0.0,0.0,0.0,56.0,2.0,7.0,6.0,5.5,19.64
2177,1041679,2023-06-18 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11796.0,9,4,40,31.0,357.0,24.0,5.0,0.0,0.0,0.0,484.0,2.0,14.0,43.0,21.0,73.76,9,1.0,6,False,32.31780821917808,1,1.0,34.0,2.0,1.0,0.0,0.0,32.0,0.0,1.0,34.0,,106.25,6,6.0,71.0,6.0,1.0,0.0,0.0,103.0,0.0,4.0,34.0,35.5,68.93,13.0,13.0,185.0,11.0,4.0,0.0,0.0,225.0,1.0,4.0,43.0,20.55,82.22
2181,1041679,2023-07-06 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11814.0,9,27,40,31.0,357.0,24.0,5.0,0.0,0.0,0.0,484.0,2.0,14.0,43.0,21.0,73.76,9,0.0,6,False,32.367123287671234,7,4.0,26.0,2.0,0.0,0.0,0.0,48.0,1.0,3.0,19.0,26.0,54.16,6,6.0,71.0,6.0,1.0,0.0,0.0,103.0,0.0,4.0,34.0,35.5,68.93,13.0,13.0,185.0,11.0,4.0,0.0,0.0,225.0,1.0,4.0,43.0,20.55,82.22
2182,1041679,2023-03-29 07:30:00,11,0,1695,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,11715.0,9,17,40,31.0,357.0,24.0,5.0,0.0,0.0,0.0,484.0,2.0,14.0,43.0,21.0,73.76,28,0.0,6,False,32.0958904109589,1,1.0,28.0,2.0,0.0,0.0,0.0,37.0,0.0,0.0,28.0,28.0,75.67,9,6.0,115.0,7.0,3.0,0.0,0.0,127.0,0.0,3.0,43.0,38.33,90.55,13.0,13.0,185.0,11.0,4.0,0.0,0.0,225.0,1.0,4.0,43.0,20.55,82.22
2185,1041679,2023-06-26 07:00:00,11,9,260,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,11804.0,10,9,40,31.0,357.0,24.0,5.0,0.0,0.0,0.0,484.0,2.0,14.0,43.0,21.0,73.76,9,0.0,6,False,32.33972602739726,1,1.0,6.0,1.0,0.0,0.0,0.0,19.0,0.0,1.0,6.0,,31.57,6,6.0,71.0,6.0,1.0,0.0,0.0,103.0,0.0,4.0,34.0,35.5,68.93,3.0,3.0,11.0,1.0,0.0,0.0,0.0,25.0,0.0,3.0,6.0,,44.0
2191,233258,2023-07-06 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,12860.0,8,27,41,36.0,496.0,35.0,8.0,1.0,1.0,0.0,728.0,2.0,8.0,52.0,17.71,68.13,9,0.0,6,False,35.23287671232877,6,5.0,62.0,3.0,0.0,0.0,0.0,80.0,1.0,0.0,40.0,12.4,77.5,5,5.0,31.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,14.0,6.2,44.28,10.0,10.0,81.0,8.0,0.0,0.0,0.0,127.0,0.0,3.0,22.0,11.57,63.77
2192,233258,2023-03-29 07:30:00,11,0,1695,2.0,1,1,1,0,0,0,1,0,16,0.0,0.0,12761.0,7,17,41,36.0,496.0,35.0,8.0,1.0,1.0,0.0,728.0,2.0,8.0,52.0,17.71,68.13,28,0.0,6,False,34.961643835616435,1,1.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,5.0,5.0,27.77,9,7.0,76.0,8.0,0.0,0.0,0.0,100.0,0.0,4.0,23.0,25.33,76.0,19.0,19.0,308.0,25.0,6.0,1.0,0.0,422.0,2.0,4.0,52.0,20.53,72.98
2195,233258,2023-06-26 07:00:00,11,9,260,2.0,1,0,1,0,0,0,1,0,16,0.0,0.0,12850.0,8,9,41,36.0,496.0,35.0,8.0,1.0,1.0,0.0,728.0,2.0,8.0,52.0,17.71,68.13,9,0.0,6,False,35.205479452054796,1,1.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,2.0,20.0,5,5.0,31.0,1.0,0.0,0.0,0.0,70.0,0.0,0.0,14.0,6.2,44.28,10.0,10.0,81.0,8.0,0.0,0.0,0.0,127.0,0.0,3.0,22.0,11.57,63.77
2199,348133,2023-06-18 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,6,6,0.0,0.0,10813.0,1,4,45,45.0,1192.0,135.0,27.0,7.0,7.0,1.0,1474.0,6.0,0.0,114.0,26.48,80.86,9,0.0,6,False,29.624657534246577,1,1.0,18.0,3.0,0.0,0.0,0.0,21.0,0.0,0.0,18.0,18.0,85.71,5,5.0,55.0,11.0,0.0,0.0,0.0,80.0,1.0,0.0,23.0,11.0,68.75,33.0,33.0,1006.0,116.0,24.0,6.0,1.0,1196.0,2.0,0.0,114.0,30.48,84.11
2210,348133,2023-06-26 07:00:00,11,9,260,2.0,1,0,1,0,0,0,1,6,6,0.0,0.0,10821.0,1,9,45,45.0,1192.0,135.0,27.0,7.0,7.0,1.0,1474.0,6.0,0.0,114.0,26.48,80.86,9,0.0,6,False,29.646575342465752,1,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,5,5.0,55.0,11.0,0.0,0.0,0.0,80.0,1.0,0.0,23.0,11.0,68.75,33.0,33.0,1006.0,116.0,24.0,6.0,1.0,1196.0,2.0,0.0,114.0,30.48,84.11
2216,928067,2023-05-14 09:45:00,29,0,318,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,8595.0,11,25,34,14.0,80.0,11.0,2.0,0.0,0.0,0.0,84.0,3.0,5.0,29.0,8.88,95.23,1,0.0,6,False,23.54794520547945,4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,,100.0,7,2.0,30.0,4.0,1.0,0.0,0.0,30.0,0.0,1.0,29.0,30.0,100.0,8.0,8.0,55.0,7.0,2.0,0.0,0.0,54.0,2.0,3.0,29.0,11.0,101.85
2219,928067,2023-09-23 10:00:00,29,1,34,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,8727.0,11,1,34,14.0,80.0,11.0,2.0,0.0,0.0,0.0,84.0,3.0,5.0,29.0,8.88,95.23,1,1.0,6,False,23.90958904109589,5,2.0,38.0,6.0,1.0,0.0,0.0,35.0,0.0,0.0,29.0,19.0,108.57,7,2.0,30.0,4.0,1.0,0.0,0.0,30.0,0.0,1.0,29.0,30.0,100.0,8.0,8.0,55.0,7.0,2.0,0.0,0.0,54.0,2.0,3.0,29.0,11.0,101.85
2223,928067,2023-06-25 07:00:00,29,0,261,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,8637.0,11,8,34,14.0,80.0,11.0,2.0,0.0,0.0,0.0,84.0,3.0,5.0,29.0,8.88,95.23,9,1.0,6,False,23.663013698630138,1,1.0,20.0,2.0,1.0,0.0,0.0,14.0,0.0,0.0,20.0,20.0,142.85,7,2.0,24.0,3.0,1.0,0.0,0.0,15.0,0.0,1.0,20.0,24.0,160.0,8.0,8.0,55.0,7.0,2.0,0.0,0.0,54.0,2.0,3.0,29.0,11.0,101.85
2226,298438,2023-03-01 06:00:00,1,25,2025,2.0,2,0,1,0,0,0,1,6,16,0.0,0.0,11911.0,1,25,116,110.0,4271.0,511.0,81.0,21.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53,25,0.0,6,False,32.632876712328766,7,7.0,363.0,41.0,7.0,0.0,2.0,353.0,0.0,0.0,153.0,51.85,102.83,5,5.0,209.0,27.0,2.0,0.0,1.0,224.0,0.0,0.0,132.0,41.8,93.3,110.0,110.0,4271.0,511.0,81.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53
2243,298438,2023-03-06 06:00:00,1,25,1931,2.0,2,0,1,0,0,0,1,6,16,0.0,0.0,11916.0,1,25,116,110.0,4271.0,511.0,81.0,21.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53,25,0.0,6,False,32.64657534246575,7,7.0,363.0,41.0,7.0,0.0,2.0,353.0,0.0,0.0,153.0,51.85,102.83,5,5.0,209.0,27.0,2.0,0.0,1.0,224.0,0.0,0.0,132.0,41.8,93.3,110.0,110.0,4271.0,511.0,81.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53
2250,298438,2023-01-27 11:00:00,1,3,949,2.0,2,0,1,0,0,0,1,6,16,0.0,0.0,11878.0,1,3,116,110.0,4271.0,511.0,81.0,21.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53,3,4.0,6,False,32.54246575342466,18,16.0,396.0,49.0,8.0,1.0,1.0,421.0,0.0,0.0,113.0,24.75,94.06,11,10.0,272.0,33.0,7.0,0.0,1.0,267.0,0.0,0.0,113.0,27.2,101.87,110.0,110.0,4271.0,511.0,81.0,21.0,12.0,4047.0,11.0,3.0,180.0,39.91,105.53
2267,236489,2023-03-01 06:00:00,1,25,2025,2.0,2,0,1,0,0,0,1,7,6,6.0,0.0,12963.0,3,25,27,27.0,1282.0,131.0,29.0,5.0,5.0,6.0,1311.0,5.0,4.0,140.0,55.73,97.78,25,4.0,6,False,35.515068493150686,4,4.0,265.0,24.0,9.0,0.0,2.0,273.0,1.0,1.0,140.0,88.33,97.06,3,3.0,125.0,8.0,4.0,0.0,1.0,166.0,1.0,1.0,114.0,62.5,75.3,8.0,8.0,420.0,30.0,12.0,0.0,3.0,458.0,3.0,2.0,134.0,70.0,91.7
2272,236489,2023-03-06 06:00:00,1,25,1931,2.0,2,0,1,0,0,0,1,7,6,6.0,0.0,12968.0,3,25,27,27.0,1282.0,131.0,29.0,5.0,5.0,6.0,1311.0,5.0,4.0,140.0,55.73,97.78,25,0.0,6,False,35.52876712328767,4,4.0,265.0,24.0,9.0,0.0,2.0,273.0,1.0,1.0,140.0,88.33,97.06,3,3.0,125.0,8.0,4.0,0.0,1.0,166.0,1.0,1.0,114.0,62.5,75.3,8.0,8.0,420.0,30.0,12.0,0.0,3.0,458.0,3.0,2.0,134.0,70.0,91.7
2275,236489,2023-01-27 11:00:00,1,3,949,2.0,2,0,1,0,0,0,1,7,6,6.0,0.0,12930.0,2,3,27,27.0,1282.0,131.0,29.0,5.0,5.0,6.0,1311.0,5.0,4.0,140.0,55.73,97.78,3,0.0,6,False,35.42465753424658,4,4.0,195.0,18.0,7.0,1.0,1.0,195.0,0.0,0.0,118.0,48.75,100.0,3,3.0,189.0,17.0,7.0,1.0,1.0,184.0,0.0,0.0,118.0,63.0,102.71,17.0,17.0,796.0,94.0,17.0,4.0,3.0,780.0,2.0,1.0,140.0,49.75,102.05
2288,219889,2023-09-07 11:00:00,2,3,949,2.0,2,0,1,0,0,0,1,6,6,1.7,0.0,13464.0,1,3,156,154.0,6810.0,721.0,125.0,32.0,32.0,22.0,7000.0,4.0,6.0,179.0,46.01,97.28,3,0.0,6,False,36.88767123287671,29,29.0,1226.0,139.0,25.0,5.0,5.0,1201.0,2.0,0.0,173.0,42.27,102.08,17,17.0,808.0,98.0,14.0,3.0,3.0,731.0,1.0,0.0,173.0,47.52,110.53,88.0,88.0,4304.0,473.0,75.0,16.0,15.0,4273.0,3.0,3.0,179.0,50.63,100.72
2297,219889,2023-09-12 11:00:00,2,3,1367,2.0,2,0,1,0,0,0,1,6,6,1.7,0.0,13469.0,1,3,156,154.0,6810.0,721.0,125.0,32.0,32.0,22.0,7000.0,4.0,6.0,179.0,46.01,97.28,3,3.0,6,False,36.9013698630137,29,29.0,1226.0,139.0,25.0,5.0,5.0,1201.0,2.0,0.0,173.0,42.27,102.08,17,17.0,808.0,98.0,14.0,3.0,3.0,731.0,1.0,0.0,173.0,47.52,110.53,88.0,88.0,4304.0,473.0,75.0,16.0,15.0,4273.0,3.0,3.0,179.0,50.63,100.72
2313,219889,2023-09-24 08:00:00,2,6,1055,2.0,2,0,1,0,9,0,1,6,6,1.7,0.0,13481.0,2,6,156,154.0,6810.0,721.0,125.0,32.0,32.0,22.0,7000.0,4.0,6.0,179.0,46.01,97.28,6,1.0,6,False,36.93424657534246,26,25.0,1215.0,126.0,24.0,9.0,3.0,1233.0,0.0,1.0,128.0,50.62,98.54,18,18.0,988.0,100.0,34.0,5.0,4.0,917.0,0.0,1.0,163.0,58.11,107.74,64.0,64.0,2462.0,245.0,48.0,16.0,7.0,2690.0,1.0,2.0,130.0,39.7,91.52
2314,219889,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,6,6,1.7,0.0,13499.0,2,3,156,154.0,6810.0,721.0,125.0,32.0,32.0,22.0,7000.0,4.0,6.0,179.0,46.01,97.28,6,0.0,6,False,36.983561643835614,29,29.0,1226.0,139.0,25.0,5.0,5.0,1201.0,2.0,0.0,173.0,42.27,102.08,18,18.0,988.0,100.0,34.0,5.0,4.0,917.0,0.0,1.0,163.0,58.11,107.74,64.0,64.0,2462.0,245.0,48.0,16.0,7.0,2690.0,1.0,2.0,130.0,39.7,91.52
2318,219889,2023-09-15 11:00:00,2,3,902,2.0,2,0,1,0,0,0,1,6,6,1.7,0.0,13472.0,1,3,156,154.0,6810.0,721.0,125.0,32.0,32.0,22.0,7000.0,4.0,6.0,179.0,46.01,97.28,3,0.0,6,False,36.90958904109589,29,29.0,1226.0,139.0,25.0,5.0,5.0,1201.0,2.0,0.0,173.0,42.27,102.08,17,17.0,808.0,98.0,14.0,3.0,3.0,731.0,1.0,0.0,173.0,47.52,110.53,88.0,88.0,4304.0,473.0,75.0,16.0,15.0,4273.0,3.0,3.0,179.0,50.63,100.72
2326,325012,2023-09-07 11:00:00,2,3,949,2.0,2,0,1,0,0,0,1,4,16,0.0,0.0,12440.0,7,3,67,61.0,1446.0,129.0,47.0,6.0,6.0,1.0,1527.0,5.0,8.0,146.0,27.28,94.69,3,0.0,6,False,34.082191780821915,8,8.0,151.0,19.0,5.0,1.0,0.0,172.0,0.0,0.0,63.0,18.87,87.79,3,3.0,45.0,7.0,1.0,0.0,0.0,35.0,0.0,0.0,18.0,15.0,128.57,9.0,9.0,271.0,26.0,13.0,0.0,1.0,225.0,0.0,2.0,146.0,38.71,120.44
2332,325012,2023-09-12 11:00:00,2,3,1367,2.0,2,0,1,0,0,0,1,4,16,0.0,0.0,12445.0,6,3,67,61.0,1446.0,129.0,47.0,6.0,6.0,1.0,1527.0,5.0,8.0,146.0,27.28,94.69,3,0.0,6,False,34.0958904109589,8,8.0,151.0,19.0,5.0,1.0,0.0,172.0,0.0,0.0,63.0,18.87,87.79,3,3.0,45.0,7.0,1.0,0.0,0.0,35.0,0.0,0.0,18.0,15.0,128.57,20.0,20.0,522.0,45.0,15.0,4.0,0.0,554.0,2.0,4.0,62.0,32.62,94.22
2339,325012,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,4,16,0.0,0.0,12475.0,7,3,67,61.0,1446.0,129.0,47.0,6.0,6.0,1.0,1527.0,5.0,8.0,146.0,27.28,94.69,6,0.0,6,False,34.178082191780824,8,8.0,151.0,19.0,5.0,1.0,0.0,172.0,0.0,0.0,63.0,18.87,87.79,16,15.0,398.0,40.0,10.0,2.0,0.0,439.0,0.0,5.0,62.0,39.8,90.66,9.0,9.0,271.0,26.0,13.0,0.0,1.0,225.0,0.0,2.0,146.0,38.71,120.44
2343,325012,2023-09-15 11:00:00,2,3,902,2.0,2,0,1,0,0,0,1,4,16,0.0,0.0,12448.0,6,3,67,61.0,1446.0,129.0,47.0,6.0,6.0,1.0,1527.0,5.0,8.0,146.0,27.28,94.69,3,1.0,6,False,34.104109589041094,8,8.0,151.0,19.0,5.0,1.0,0.0,172.0,0.0,0.0,63.0,18.87,87.79,3,3.0,45.0,7.0,1.0,0.0,0.0,35.0,0.0,0.0,18.0,15.0,128.57,20.0,20.0,522.0,45.0,15.0,4.0,0.0,554.0,2.0,4.0,62.0,32.62,94.22
2344,787987,2023-09-07 11:00:00,2,3,949,2.0,2,0,1,0,0,0,1,3,16,0.0,0.0,10669.0,8,3,44,42.0,1469.0,118.0,6.0,9.0,9.0,2.0,1709.0,2.0,2.0,124.0,36.72,85.95,3,0.0,6,False,29.23013698630137,9,9.0,478.0,47.0,2.0,1.0,2.0,527.0,1.0,1.0,124.0,59.75,90.7,8,8.0,432.0,44.0,2.0,1.0,2.0,453.0,1.0,1.0,124.0,61.71,95.36,1.0,1.0,80.0,8.0,0.0,1.0,0.0,93.0,0.0,1.0,80.0,,86.02
2349,787987,2023-09-12 11:00:00,2,3,1367,2.0,2,0,1,0,0,0,1,3,16,0.0,0.0,10674.0,4,3,44,42.0,1469.0,118.0,6.0,9.0,9.0,2.0,1709.0,2.0,2.0,124.0,36.72,85.95,3,1.0,6,False,29.243835616438357,9,9.0,478.0,47.0,2.0,1.0,2.0,527.0,1.0,1.0,124.0,59.75,90.7,8,8.0,432.0,44.0,2.0,1.0,2.0,453.0,1.0,1.0,124.0,61.71,95.36,32.0,32.0,1213.0,100.0,5.0,7.0,2.0,1374.0,2.0,0.0,124.0,37.9,88.28
2355,787987,2023-09-24 08:00:00,2,6,1055,2.0,2,0,1,0,9,0,1,3,16,0.0,0.0,10686.0,4,6,44,42.0,1469.0,118.0,6.0,9.0,9.0,2.0,1709.0,2.0,2.0,124.0,36.72,85.95,6,0.0,6,False,29.276712328767122,13,11.0,387.0,34.0,1.0,3.0,0.0,433.0,0.0,0.0,72.0,35.18,89.37,15,13.0,482.0,43.0,3.0,3.0,0.0,576.0,0.0,0.0,72.0,37.07,83.68,32.0,32.0,1213.0,100.0,5.0,7.0,2.0,1374.0,2.0,0.0,124.0,37.9,88.28
2356,787987,2023-10-12 08:30:00,2,0,3355,2.0,2,1,1,0,0,0,1,3,16,0.0,0.0,10704.0,4,3,44,42.0,1469.0,118.0,6.0,9.0,9.0,2.0,1709.0,2.0,2.0,124.0,36.72,85.95,6,0.0,6,False,29.326027397260273,9,9.0,478.0,47.0,2.0,1.0,2.0,527.0,1.0,1.0,124.0,59.75,90.7,15,13.0,482.0,43.0,3.0,3.0,0.0,576.0,0.0,0.0,72.0,37.07,83.68,32.0,32.0,1213.0,100.0,5.0,7.0,2.0,1374.0,2.0,0.0,124.0,37.9,88.28
2357,787987,2023-09-15 11:00:00,2,3,902,2.0,2,0,1,0,0,0,1,3,16,0.0,0.0,10677.0,4,3,44,42.0,1469.0,118.0,6.0,9.0,9.0,2.0,1709.0,2.0,2.0,124.0,36.72,85.95,3,0.0,6,False,29.252054794520546,9,9.0,478.0,47.0,2.0,1.0,2.0,527.0,1.0,1.0,124.0,59.75,90.7,8,8.0,432.0,44.0,2.0,1.0,2.0,453.0,1.0,1.0,124.0,61.71,95.36,32.0,32.0,1213.0,100.0,5.0,7.0,2.0,1374.0,2.0,0.0,124.0,37.9,88.28
2362,542023,2023-03-18 11:00:00,3,3,931,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,9850.0,10,4,54,21.0,91.0,5.0,5.0,0.0,0.0,0.0,182.0,3.0,14.0,19.0,13.0,50.0,3,1.0,6,True,26.986301369863014,2,1.0,12.0,0.0,1.0,0.0,0.0,23.0,0.0,1.0,12.0,,52.17,31,13.0,53.0,4.0,3.0,0.0,0.0,98.0,2.0,9.0,15.0,13.25,54.08,10.0,10.0,54.0,2.0,3.0,0.0,0.0,105.0,2.0,5.0,19.0,10.8,51.42
2363,542023,2023-02-01 11:00:00,3,3,703,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,9805.0,10,1,54,21.0,91.0,5.0,5.0,0.0,0.0,0.0,182.0,3.0,14.0,19.0,13.0,50.0,3,0.0,6,True,26.863013698630137,9,3.0,11.0,1.0,1.0,0.0,0.0,15.0,1.0,2.0,6.0,11.0,73.33,31,13.0,53.0,4.0,3.0,0.0,0.0,98.0,2.0,9.0,15.0,13.25,54.08,10.0,10.0,54.0,2.0,3.0,0.0,0.0,105.0,2.0,5.0,19.0,10.8,51.42
