,player_id,start_time,player_team_id,home_team_id,ground_id,international_class_id,floodlit,neutral_match,international_valid,followon,rain_rule,days_extended,actual_days,position_id,style_id,height,weight,current_age_in_days,batting_order,opponent_team_id,mt,inns,rn,fo,si,ft,ft,hn,bf,dk,times_not_out,hs,bta,btsr,country_id,target_value,target_id,is_home,current_age,opposition_mt,opposition_inns,opposition_rn,opposition_fo,opposition_si,opposition_ft,opposition_hn,opposition_bf,opposition_dk,opposition_times_not_out,opposition_hs,opposition_bta,opposition_btsr,host_mt,host_inns,host_rn,host_fo,host_si,host_ft,host_hn,host_bf,host_dk,host_times_not_out,host_hs,host_bta,host_btsr,batting_positionval1_mt,batting_positionval1_inns,batting_positionval1_rn,batting_positionval1_fo,batting_positionval1_si,batting_positionval1_ft,batting_positionval1_hn,batting_positionval1_bf,batting_positionval1_dk,batting_positionval1_times_not_out,batting_positionval1_hs,batting_positionval1_bta,batting_positionval1_btsr
18714,56025,2023-09-23 08:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,0,16,0.0,0.0,13745.0,6,5,227,197.0,5294.0,398.0,88.0,28.0,28.0,4.0,6908.0,9.0,51.0,128.0,36.26,76.63,25,4.0,4,True,37.657534246575345,30,27.0,787.0,62.0,17.0,2.0,2.0,1006.0,1.0,5.0,128.0,35.77,78.23,111,92.0,2368.0,195.0,29.0,16.0,0.0,3095.0,6.0,23.0,82.0,34.31,76.51,68.0,68.0,1898.0,143.0,32.0,8.0,2.0,2518.0,4.0,14.0,111.0,35.14,75.37
18734,935995,2023-03-03 06:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,0,6,0.0,0.0,8563.0,7,1,30,26.0,562.0,50.0,9.0,3.0,3.0,0.0,638.0,3.0,6.0,93.0,28.1,88.08,25,2.0,4,True,23.46027397260274,3,3.0,47.0,5.0,1.0,0.0,0.0,69.0,0.0,0.0,23.0,15.66,68.11,16,15.0,236.0,25.0,2.0,1.0,0.0,288.0,2.0,3.0,93.0,19.66,81.94,17.0,17.0,376.0,37.0,6.0,2.0,0.0,444.0,2.0,3.0,93.0,26.85,84.68
18736,935995,2023-07-08 08:00:00,25,25,1931,2.0,2,0,1,0,0,0,1,0,6,0.0,0.0,8690.0,7,40,30,26.0,562.0,50.0,9.0,3.0,3.0,0.0,638.0,3.0,6.0,93.0,28.1,88.08,25,0.0,4,True,23.80821917808219,7,6.0,119.0,13.0,1.0,1.0,0.0,145.0,1.0,3.0,93.0,39.66,82.06,16,15.0,236.0,25.0,2.0,1.0,0.0,288.0,2.0,3.0,93.0,19.66,81.94,17.0,17.0,376.0,37.0,6.0,2.0,0.0,444.0,2.0,3.0,93.0,26.85,84.68
18744,348049,2023-09-09 09:30:00,25,8,1004,2.0,2,0,1,0,0,0,1,1,6,0.0,0.0,10505.0,8,8,14,8.0,149.0,17.0,5.0,0.0,0.0,0.0,164.0,0.0,2.0,44.0,24.83,90.85,8,0.0,4,False,28.78082191780822,1,1.0,15.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,15.0,15.0,100.0,2,2.0,59.0,6.0,2.0,0.0,0.0,60.0,0.0,0.0,44.0,29.5,98.33,6.0,6.0,120.0,13.0,4.0,0.0,0.0,146.0,0.0,0.0,44.0,20.0,82.19
18745,348049,2023-09-23 08:00:00,25,25,2025,2.0,2,0,1,0,0,0,1,1,6,0.0,0.0,10519.0,8,5,14,8.0,149.0,17.0,5.0,0.0,0.0,0.0,164.0,0.0,2.0,44.0,24.83,90.85,25,1.0,4,True,28.81917808219178,3,2.0,28.0,2.0,2.0,0.0,0.0,49.0,0.0,0.0,21.0,14.0,57.14,7,4.0,57.0,6.0,3.0,0.0,0.0,67.0,0.0,2.0,21.0,28.5,85.07,6.0,6.0,120.0,13.0,4.0,0.0,0.0,146.0,0.0,0.0,44.0,20.0,82.19
18765,416103,2023-04-02 08:00:00,15,3,508,2.0,1,0,1,0,0,0,1,1,16,0.0,0.0,10388.0,11,3,18,8.0,12.0,0.0,1.0,0.0,0.0,0.0,33.0,3.0,3.0,9.0,2.4,36.36,3,0.0,4,False,28.46027397260274,2,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,33.33,2,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,33.33,6.0,6.0,11.0,0.0,1.0,0.0,0.0,25.0,2.0,3.0,9.0,3.66,44.0
18779,308251,2023-01-27 11:00:00,1,3,949,2.0,2,0,1,0,0,0,1,2,6,0.0,0.0,12021.0,8,3,70,43.0,627.0,52.0,22.0,2.0,2.0,0.0,672.0,1.0,19.0,51.0,26.12,93.3,3,2.0,4,False,32.93424657534246,8,6.0,85.0,7.0,3.0,0.0,0.0,93.0,0.0,2.0,26.0,21.25,91.39,4,3.0,26.0,2.0,1.0,0.0,0.0,21.0,0.0,2.0,13.0,26.0,123.8,18.0,18.0,350.0,35.0,11.0,2.0,0.0,348.0,1.0,6.0,51.0,29.16,100.57
18794,585083,2023-04-29 03:15:00,37,0,3433,2.0,1,1,1,0,9,0,1,6,6,0.0,0.0,12971.0,4,27,42,41.0,1127.0,90.0,22.0,6.0,6.0,2.0,1611.0,2.0,4.0,109.0,30.45,69.95,32,5.0,4,False,35.536986301369865,8,8.0,151.0,11.0,3.0,0.0,0.0,234.0,0.0,0.0,40.0,18.87,64.52,6,6.0,248.0,29.0,4.0,1.0,1.0,308.0,1.0,1.0,109.0,49.6,80.51,28.0,28.0,785.0,71.0,12.0,3.0,2.0,1093.0,2.0,3.0,109.0,31.4,71.82
18802,585083,2023-06-29 07:00:00,37,9,261,2.0,1,0,1,0,0,0,1,6,6,0.0,0.0,13032.0,4,9,42,41.0,1127.0,90.0,22.0,6.0,6.0,2.0,1611.0,2.0,4.0,109.0,30.45,69.95,9,3.0,4,False,35.704109589041096,1,1.0,37.0,3.0,1.0,0.0,0.0,40.0,0.0,0.0,37.0,37.0,92.5,5,5.0,106.0,8.0,2.0,1.0,0.0,141.0,0.0,0.0,59.0,21.2,75.17,28.0,28.0,785.0,71.0,12.0,3.0,2.0,1093.0,2.0,3.0,109.0,31.4,71.82
18806,585083,2023-06-21 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,6,6,0.0,0.0,13024.0,5,27,42,41.0,1127.0,90.0,22.0,6.0,6.0,2.0,1611.0,2.0,4.0,109.0,30.45,69.95,9,0.0,4,False,35.68219178082192,8,8.0,151.0,11.0,3.0,0.0,0.0,234.0,0.0,0.0,40.0,18.87,64.52,5,5.0,106.0,8.0,2.0,1.0,0.0,141.0,0.0,0.0,59.0,21.2,75.17,6.0,6.0,158.0,7.0,7.0,1.0,0.0,216.0,0.0,0.0,53.0,26.33,73.14
18807,585083,2023-04-21 03:15:00,37,32,1939,2.0,1,0,1,0,0,0,1,6,6,0.0,0.0,12963.0,4,32,42,41.0,1127.0,90.0,22.0,6.0,6.0,2.0,1611.0,2.0,4.0,109.0,30.45,69.95,32,0.0,4,False,35.515068493150686,7,7.0,289.0,29.0,1.0,2.0,1.0,427.0,1.0,2.0,104.0,57.8,67.68,6,6.0,248.0,29.0,4.0,1.0,1.0,308.0,1.0,1.0,109.0,49.6,80.51,28.0,28.0,785.0,71.0,12.0,3.0,2.0,1093.0,2.0,3.0,109.0,31.4,71.82
18808,585083,2023-06-25 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,6,6,0.0,0.0,13028.0,4,30,42,41.0,1127.0,90.0,22.0,6.0,6.0,2.0,1611.0,2.0,4.0,109.0,30.45,69.95,9,1.0,4,False,35.69315068493151,7,6.0,87.0,8.0,1.0,0.0,0.0,158.0,1.0,1.0,46.0,17.4,55.06,5,5.0,106.0,8.0,2.0,1.0,0.0,141.0,0.0,0.0,59.0,21.2,75.17,28.0,28.0,785.0,71.0,12.0,3.0,2.0,1093.0,2.0,3.0,109.0,31.4,71.82
18810,585083,2023-06-19 07:00:00,37,0,459,2.0,1,1,1,0,0,0,1,6,6,0.0,0.0,13022.0,4,29,42,41.0,1127.0,90.0,22.0,6.0,6.0,2.0,1611.0,2.0,4.0,109.0,30.45,69.95,9,4.0,4,False,35.676712328767124,1,1.0,59.0,4.0,1.0,1.0,0.0,67.0,0.0,0.0,59.0,59.0,88.05,5,5.0,106.0,8.0,2.0,1.0,0.0,141.0,0.0,0.0,59.0,21.2,75.17,28.0,28.0,785.0,71.0,12.0,3.0,2.0,1093.0,2.0,3.0,109.0,31.4,71.82
18819,1209110,2023-06-27 07:00:00,27,0,459,2.0,1,1,1,0,0,0,1,5,16,0.0,0.0,11395.0,5,29,37,34.0,817.0,58.0,19.0,3.0,3.0,0.0,1119.0,2.0,1.0,63.0,24.75,73.01,9,0.0,4,False,31.21917808219178,2,2.0,41.0,0.0,3.0,0.0,0.0,67.0,0.0,0.0,39.0,20.5,61.19,6,6.0,150.0,7.0,6.0,0.0,0.0,176.0,1.0,0.0,44.0,25.0,85.22,5.0,5.0,182.0,10.0,7.0,1.0,0.0,207.0,0.0,0.0,61.0,36.4,87.92
18820,1209110,2023-06-23 07:00:00,27,0,459,2.0,1,1,1,0,0,0,1,5,16,0.0,0.0,11391.0,6,30,37,34.0,817.0,58.0,19.0,3.0,3.0,0.0,1119.0,2.0,1.0,63.0,24.75,73.01,9,2.0,4,False,31.208219178082192,6,6.0,150.0,12.0,2.0,1.0,0.0,208.0,0.0,1.0,63.0,30.0,72.11,6,6.0,150.0,7.0,6.0,0.0,0.0,176.0,1.0,0.0,44.0,25.0,85.22,13.0,13.0,271.0,22.0,5.0,0.0,0.0,369.0,1.0,0.0,49.0,20.84,73.44
18821,1209110,2023-06-06 12:30:00,27,27,848,2.0,2,0,1,0,0,0,1,5,16,0.0,0.0,11374.0,6,4,37,34.0,817.0,58.0,19.0,3.0,3.0,0.0,1119.0,2.0,1.0,63.0,24.75,73.01,27,1.0,4,True,31.161643835616438,1,1.0,49.0,1.0,3.0,0.0,0.0,84.0,0.0,0.0,49.0,49.0,58.33,13,12.0,350.0,23.0,6.0,2.0,0.0,518.0,0.0,1.0,63.0,31.81,67.56,13.0,13.0,271.0,22.0,5.0,0.0,0.0,369.0,1.0,0.0,49.0,20.84,73.44
18823,1209110,2023-06-19 07:00:00,27,0,261,2.0,1,1,1,0,0,0,1,5,16,0.0,0.0,11387.0,4,8,37,34.0,817.0,58.0,19.0,3.0,3.0,0.0,1119.0,2.0,1.0,63.0,24.75,73.01,9,0.0,4,False,31.197260273972603,1,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,6,6.0,150.0,7.0,6.0,0.0,0.0,176.0,1.0,0.0,44.0,25.0,85.22,8.0,8.0,157.0,14.0,1.0,1.0,0.0,241.0,1.0,1.0,63.0,22.42,65.14
18842,355269,2023-05-05 10:30:00,5,7,487,2.0,2,0,1,0,0,0,1,4,6,0.0,0.0,11918.0,6,7,76,65.0,1495.0,128.0,38.0,7.0,7.0,0.0,1496.0,3.0,12.0,97.0,28.2,99.93,7,1.0,4,False,32.652054794520545,5,5.0,128.0,7.0,3.0,1.0,0.0,149.0,0.0,2.0,97.0,42.66,85.9,2,2.0,28.0,2.0,0.0,0.0,0.0,25.0,0.0,1.0,17.0,28.0,112.0,31.0,31.0,847.0,69.0,21.0,4.0,0.0,832.0,0.0,6.0,97.0,33.88,101.8
18850,1199670,2023-06-27 07:00:00,27,0,459,2.0,1,1,1,0,0,0,1,1,16,0.0,0.0,8010.0,8,29,8,6.0,87.0,4.0,4.0,0.0,0.0,0.0,97.0,0.0,3.0,44.0,29.0,89.69,9,1.0,4,False,21.945205479452056,1,1.0,44.0,1.0,3.0,0.0,0.0,54.0,0.0,0.0,44.0,44.0,81.48,3,2.0,56.0,2.0,3.0,0.0,0.0,68.0,0.0,0.0,44.0,28.0,82.35,3.0,3.0,79.0,4.0,4.0,0.0,0.0,83.0,0.0,0.0,44.0,26.33,95.18
18851,1199670,2023-06-06 12:30:00,27,27,848,2.0,2,0,1,0,0,0,1,1,16,0.0,0.0,7989.0,9,4,8,6.0,87.0,4.0,4.0,0.0,0.0,0.0,97.0,0.0,3.0,44.0,29.0,89.69,27,0.0,4,True,21.887671232876713,1,1.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0,,36.36,1,1.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,4.0,,36.36,2.0,2.0,5.0,0.0,0.0,0.0,0.0,12.0,0.0,2.0,4.0,,41.66
18852,646191,2023-04-02 07:30:00,20,0,1695,2.0,1,1,1,0,0,0,1,0,6,0.0,0.0,9785.0,8,11,22,21.0,268.0,21.0,2.0,0.0,0.0,0.0,483.0,4.0,0.0,29.0,12.76,55.48,28,1.0,4,False,26.80821917808219,7,6.0,41.0,3.0,0.0,0.0,0.0,94.0,1.0,0.0,18.0,6.83,43.61,6,6.0,29.0,2.0,0.0,0.0,0.0,76.0,3.0,0.0,20.0,4.83,38.15,2.0,2.0,9.0,1.0,0.0,0.0,0.0,19.0,0.0,0.0,6.0,4.5,47.36
18856,646191,2023-04-01 07:30:00,20,0,1696,2.0,1,1,1,0,0,0,1,0,6,0.0,0.0,9784.0,9,4083,22,21.0,268.0,21.0,2.0,0.0,0.0,0.0,483.0,4.0,0.0,29.0,12.76,55.48,28,0.0,4,False,26.805479452054794,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6,6.0,29.0,2.0,0.0,0.0,0.0,76.0,3.0,0.0,20.0,4.83,38.15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
18858,646191,2023-03-27 07:30:00,20,0,1695,2.0,1,1,1,0,0,0,1,0,6,0.0,0.0,9779.0,7,27,22,21.0,268.0,21.0,2.0,0.0,0.0,0.0,483.0,4.0,0.0,29.0,12.76,55.48,28,1.0,4,False,26.791780821917808,3,3.0,63.0,4.0,1.0,0.0,0.0,109.0,0.0,0.0,28.0,21.0,57.79,6,6.0,29.0,2.0,0.0,0.0,0.0,76.0,3.0,0.0,20.0,4.83,38.15,5.0,5.0,78.0,5.0,1.0,0.0,0.0,144.0,0.0,0.0,22.0,15.6,54.16
18861,1161038,2023-03-06 06:00:00,27,27,2439,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,7360.0,8,32,14,12.0,167.0,14.0,1.0,0.0,0.0,0.0,262.0,2.0,0.0,35.0,13.91,63.74,27,0.0,4,True,20.164383561643834,6,6.0,126.0,12.0,0.0,0.0,0.0,182.0,0.0,0.0,35.0,21.0,69.23,7,7.0,44.0,4.0,0.0,0.0,0.0,71.0,2.0,0.0,21.0,6.28,61.97,2.0,2.0,27.0,3.0,0.0,0.0,0.0,27.0,0.0,0.0,21.0,13.5,100.0
18862,1161038,2023-02-28 06:00:00,27,27,2439,2.0,1,0,1,0,0,0,1,6,16,0.0,0.0,7354.0,7,20,14,12.0,167.0,14.0,1.0,0.0,0.0,0.0,262.0,2.0,0.0,35.0,13.91,63.74,27,1.0,4,True,20.147945205479452,2,2.0,14.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,14.0,7.0,60.86,7,7.0,44.0,4.0,0.0,0.0,0.0,71.0,2.0,0.0,21.0,6.28,61.97,3.0,3.0,36.0,2.0,1.0,0.0,0.0,53.0,1.0,0.0,22.0,12.0,67.92
18901,530011,2023-09-15 11:00:00,2,3,902,2.0,2,0,1,0,0,0,1,5,6,0.0,0.0,10852.0,2,3,59,56.0,2173.0,237.0,47.0,15.0,15.0,4.0,2141.0,2.0,5.0,152.0,42.6,101.49,3,1.0,4,False,29.731506849315068,12,12.0,306.0,40.0,9.0,2.0,0.0,262.0,1.0,1.0,64.0,27.81,116.79,10,9.0,291.0,37.0,9.0,2.0,0.0,225.0,1.0,1.0,64.0,36.37,129.33,17.0,17.0,822.0,104.0,17.0,6.0,2.0,735.0,0.0,1.0,128.0,51.37,111.83
18904,530011,2023-09-07 11:00:00,2,3,949,2.0,2,0,1,0,0,0,1,5,6,0.0,0.0,10844.0,2,3,59,56.0,2173.0,237.0,47.0,15.0,15.0,4.0,2141.0,2.0,5.0,152.0,42.6,101.49,3,6.0,4,False,29.70958904109589,12,12.0,306.0,40.0,9.0,2.0,0.0,262.0,1.0,1.0,64.0,27.81,116.79,10,9.0,291.0,37.0,9.0,2.0,0.0,225.0,1.0,1.0,64.0,36.37,129.33,17.0,17.0,822.0,104.0,17.0,6.0,2.0,735.0,0.0,1.0,128.0,51.37,111.83
18906,530011,2023-09-12 11:00:00,2,3,1367,2.0,2,0,1,0,0,0,1,5,6,0.0,0.0,10849.0,2,3,59,56.0,2173.0,237.0,47.0,15.0,15.0,4.0,2141.0,2.0,5.0,152.0,42.6,101.49,3,6.0,4,False,29.723287671232878,12,12.0,306.0,40.0,9.0,2.0,0.0,262.0,1.0,1.0,64.0,27.81,116.79,10,9.0,291.0,37.0,9.0,2.0,0.0,225.0,1.0,1.0,64.0,36.37,129.33,17.0,17.0,822.0,104.0,17.0,6.0,2.0,735.0,0.0,1.0,128.0,51.37,111.83
18913,379143,2023-03-31 11:00:00,3,3,311,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11061.0,1,15,151,151.0,6607.0,758.0,112.0,30.0,30.0,20.0,6818.0,4.0,7.0,178.0,45.88,96.9,3,2.0,4,True,30.304109589041097,3,3.0,37.0,6.0,0.0,0.0,0.0,62.0,0.0,0.0,20.0,12.33,59.67,63,63.0,3219.0,365.0,67.0,13.0,11.0,3174.0,2.0,2.0,178.0,52.77,101.41,86.0,86.0,4281.0,494.0,79.0,18.0,15.0,4249.0,1.0,5.0,178.0,52.85,100.75
18923,379143,2023-03-18 11:00:00,3,3,931,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11048.0,1,4,151,151.0,6607.0,758.0,112.0,30.0,30.0,20.0,6818.0,4.0,7.0,178.0,45.88,96.9,3,5.0,4,True,30.268493150684932,7,7.0,188.0,23.0,3.0,1.0,0.0,216.0,0.0,1.0,71.0,31.33,87.03,63,63.0,3219.0,365.0,67.0,13.0,11.0,3174.0,2.0,2.0,178.0,52.77,101.41,86.0,86.0,4281.0,494.0,79.0,18.0,15.0,4249.0,1.0,5.0,178.0,52.85,100.75
18929,379143,2023-09-09 11:00:00,3,3,949,2.0,2,0,1,0,0,0,1,9,6,0.0,0.0,11223.0,1,2,151,151.0,6607.0,758.0,112.0,30.0,30.0,20.0,6818.0,4.0,7.0,178.0,45.88,96.9,3,6.0,4,True,30.747945205479454,29,29.0,1018.0,108.0,26.0,3.0,3.0,1040.0,1.0,1.0,178.0,36.35,97.88,63,63.0,3219.0,365.0,67.0,13.0,11.0,3174.0,2.0,2.0,178.0,52.77,101.41,86.0,86.0,4281.0,494.0,79.0,18.0,15.0,4249.0,1.0,5.0,178.0,52.85,100.75
18945,379143,2023-01-29 08:00:00,3,3,949,2.0,1,0,1,0,0,0,1,9,6,0.0,0.0,11000.0,1,1,151,151.0,6607.0,758.0,112.0,30.0,30.0,20.0,6818.0,4.0,7.0,178.0,45.88,96.9,3,4.0,4,True,30.136986301369863,18,18.0,906.0,101.0,17.0,4.0,3.0,923.0,0.0,2.0,138.0,56.62,98.15,63,63.0,3219.0,365.0,67.0,13.0,11.0,3174.0,2.0,2.0,178.0,52.77,101.41,86.0,86.0,4281.0,494.0,79.0,18.0,15.0,4249.0,1.0,5.0,178.0,52.85,100.75
18965,647771,2023-03-30 07:30:00,11,0,1696,2.0,1,1,1,0,0,0,1,3,16,0.0,0.0,10323.0,1,27,12,12.0,338.0,32.0,7.0,1.0,1.0,1.0,364.0,1.0,2.0,100.0,33.8,92.85,28,2.0,4,False,28.28219178082192,2,2.0,54.0,8.0,0.0,0.0,0.0,51.0,0.0,0.0,32.0,27.0,105.88,7,7.0,96.0,8.0,1.0,0.0,0.0,131.0,0.0,1.0,22.0,16.0,73.28,1.0,1.0,22.0,2.0,0.0,0.0,0.0,32.0,0.0,0.0,22.0,22.0,68.75
18966,647771,2023-03-29 07:30:00,11,0,1695,2.0,1,1,1,0,0,0,1,3,16,0.0,0.0,10322.0,6,17,12,12.0,338.0,32.0,7.0,1.0,1.0,1.0,364.0,1.0,2.0,100.0,33.8,92.85,28,0.0,4,False,28.279452054794522,1,1.0,10.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.0,10.0,71.42,7,7.0,96.0,8.0,1.0,0.0,0.0,131.0,0.0,1.0,22.0,16.0,73.28,6.0,6.0,126.0,13.0,2.0,1.0,0.0,136.0,1.0,1.0,71.0,25.2,92.64
18967,647771,2023-06-26 07:00:00,11,9,260,2.0,1,0,1,0,0,0,1,3,16,0.0,0.0,10411.0,6,9,12,12.0,338.0,32.0,7.0,1.0,1.0,1.0,364.0,1.0,2.0,100.0,33.8,92.85,9,0.0,4,False,28.523287671232875,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,5,5.0,242.0,24.0,6.0,1.0,1.0,233.0,1.0,1.0,100.0,60.5,103.86,6.0,6.0,126.0,13.0,2.0,1.0,0.0,136.0,1.0,1.0,71.0,25.2,92.64
18968,647771,2023-06-18 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,3,16,0.0,0.0,10403.0,7,4,12,12.0,338.0,32.0,7.0,1.0,1.0,1.0,364.0,1.0,2.0,100.0,33.8,92.85,9,3.0,4,False,28.5013698630137,1,1.0,39.0,3.0,1.0,0.0,0.0,49.0,0.0,0.0,39.0,39.0,79.59,5,5.0,242.0,24.0,6.0,1.0,1.0,233.0,1.0,1.0,100.0,60.5,103.86,4.0,4.0,171.0,17.0,4.0,0.0,1.0,174.0,0.0,1.0,100.0,57.0,98.27
18970,647771,2023-07-06 07:00:00,11,0,1904,2.0,1,1,1,0,0,0,1,3,16,0.0,0.0,10421.0,6,27,12,12.0,338.0,32.0,7.0,1.0,1.0,1.0,364.0,1.0,2.0,100.0,33.8,92.85,9,6.0,4,False,28.55068493150685,2,2.0,54.0,8.0,0.0,0.0,0.0,51.0,0.0,0.0,32.0,27.0,105.88,5,5.0,242.0,24.0,6.0,1.0,1.0,233.0,1.0,1.0,100.0,60.5,103.86,6.0,6.0,126.0,13.0,2.0,1.0,0.0,136.0,1.0,1.0,71.0,25.2,92.64
18971,948437,2023-03-30 07:30:00,28,28,1695,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,8445.0,1,4083,7,7.0,209.0,18.0,2.0,2.0,2.0,0.0,317.0,2.0,0.0,83.0,29.85,65.93,28,0.0,4,True,23.136986301369863,1,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,5,5.0,185.0,15.0,2.0,2.0,0.0,272.0,2.0,0.0,83.0,37.0,68.01,6.0,6.0,199.0,17.0,2.0,2.0,0.0,299.0,2.0,0.0,83.0,33.16,66.55
18972,948437,2023-03-26 07:30:00,28,28,1695,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,8441.0,1,11,7,7.0,209.0,18.0,2.0,2.0,2.0,0.0,317.0,2.0,0.0,83.0,29.85,65.93,28,2.0,4,True,23.126027397260273,1,1.0,55.0,2.0,0.0,1.0,0.0,98.0,0.0,0.0,55.0,55.0,56.12,5,5.0,185.0,15.0,2.0,2.0,0.0,272.0,2.0,0.0,83.0,37.0,68.01,6.0,6.0,199.0,17.0,2.0,2.0,0.0,299.0,2.0,0.0,83.0,33.16,66.55
18973,948437,2023-02-25 06:00:00,28,27,2439,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,8412.0,1,27,7,7.0,209.0,18.0,2.0,2.0,2.0,0.0,317.0,2.0,0.0,83.0,29.85,65.93,27,2.0,4,False,23.046575342465754,2,2.0,61.0,8.0,1.0,0.0,0.0,87.0,0.0,0.0,47.0,30.5,70.11,1,1.0,14.0,2.0,0.0,0.0,0.0,27.0,0.0,0.0,14.0,14.0,51.85,6.0,6.0,199.0,17.0,2.0,2.0,0.0,299.0,2.0,0.0,83.0,33.16,66.55
18974,948437,2023-02-20 03:15:00,28,0,1939,2.0,1,1,1,0,0,0,1,7,16,0.0,0.0,8407.0,3,30,7,7.0,209.0,18.0,2.0,2.0,2.0,0.0,317.0,2.0,0.0,83.0,29.85,65.93,32,1.0,4,False,23.03287671232877,1,1.0,10.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,10.0,55.55,1,1.0,10.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,10.0,55.55,1.0,1.0,10.0,1.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,10.0,55.55
18975,948437,2023-04-02 07:30:00,28,28,1696,2.0,1,0,1,0,0,0,1,7,16,0.0,0.0,8448.0,1,27,7,7.0,209.0,18.0,2.0,2.0,2.0,0.0,317.0,2.0,0.0,83.0,29.85,65.93,28,6.0,4,True,23.145205479452056,2,2.0,61.0,8.0,1.0,0.0,0.0,87.0,0.0,0.0,47.0,30.5,70.11,5,5.0,185.0,15.0,2.0,2.0,0.0,272.0,2.0,0.0,83.0,37.0,68.01,6.0,6.0,199.0,17.0,2.0,2.0,0.0,299.0,2.0,0.0,83.0,33.16,66.55
18976,398666,2023-09-24 08:00:00,2,6,1055,2.0,2,0,1,0,9,0,1,2,16,0.0,0.0,11530.0,8,6,17,14.0,228.0,25.0,7.0,1.0,1.0,0.0,212.0,1.0,1.0,54.0,17.53,107.54,6,4.0,4,False,31.589041095890412,6,5.0,86.0,6.0,6.0,1.0,0.0,77.0,1.0,0.0,54.0,17.2,111.68,5,4.0,82.0,6.0,6.0,1.0,0.0,68.0,1.0,0.0,54.0,20.5,120.58,9.0,9.0,206.0,22.0,7.0,1.0,0.0,175.0,0.0,0.0,54.0,22.88,117.71
18977,398666,2023-09-07 11:00:00,2,3,949,2.0,2,0,1,0,0,0,1,2,16,0.0,0.0,11513.0,9,3,17,14.0,228.0,25.0,7.0,1.0,1.0,0.0,212.0,1.0,1.0,54.0,17.53,107.54,3,2.0,4,False,31.542465753424658,4,4.0,41.0,6.0,0.0,0.0,0.0,48.0,0.0,1.0,23.0,13.66,85.41,4,4.0,41.0,6.0,0.0,0.0,0.0,48.0,0.0,1.0,23.0,13.66,85.41,4.0,4.0,20.0,3.0,0.0,0.0,0.0,35.0,1.0,1.0,9.0,6.66,57.14
18978,398666,2023-09-12 11:00:00,2,3,1367,2.0,2,0,1,0,0,0,1,2,16,0.0,0.0,11518.0,8,3,17,14.0,228.0,25.0,7.0,1.0,1.0,0.0,212.0,1.0,1.0,54.0,17.53,107.54,3,0.0,4,False,31.556164383561644,4,4.0,41.0,6.0,0.0,0.0,0.0,48.0,0.0,1.0,23.0,13.66,85.41,4,4.0,41.0,6.0,0.0,0.0,0.0,48.0,0.0,1.0,23.0,13.66,85.41,9.0,9.0,206.0,22.0,7.0,1.0,0.0,175.0,0.0,0.0,54.0,22.88,117.71
18999,652687,2023-10-10 08:30:00,7,0,1981,2.0,2,1,1,0,0,0,1,5,6,0.0,0.0,10262.0,5,8,13,11.0,288.0,33.0,1.0,3.0,3.0,0.0,316.0,0.0,1.0,68.0,28.8,91.13,6,2.0,4,False,28.115068493150684,1,1.0,31.0,2.0,0.0,0.0,0.0,30.0,0.0,0.0,31.0,31.0,103.33,7,6.0,212.0,26.0,1.0,2.0,0.0,209.0,0.0,0.0,68.0,35.33,101.43,8.0,8.0,230.0,26.0,1.0,2.0,0.0,253.0,0.0,0.0,68.0,28.75,90.9
